iter	RMSE
191	5.138727204
192	5.134094503
193	5.129733475
194	5.127018723
195	5.124491841
196	5.120429035
197	5.118137287
198	5.114100116
199	5.113183416
200	5.111662218
201	5.108073764
202	5.102538463
203	5.099778505
204	5.098936628
205	5.095232577
206	5.091004637
207	5.089792919
208	5.08736176
209	5.084915604
210	5.080974688
211	5.077522573
212	5.072956384
213	5.071715153
214	5.066798099
215	5.061922471
216	5.058118195
217	5.055761876
218	5.053323598
219	5.051949095
220	5.04807643
221	5.045805824
222	5.042588504
223	5.041603774
224	5.0394915
225	5.033449335
226	5.030477145
227	5.0261536
228	5.023431071
229	5.022147218
230	5.020643804
231	5.018839831
232	5.018118431
233	5.016373966
234	5.013877241
235	5.011680794
236	5.010093098
237	5.008271706
238	5.005299158
239	5.000806757
240	4.99966339
241	4.998819024
242	4.994206108
243	4.989279802
244	4.986380385
245	4.983380814
246	4.98328353
247	4.981949262
248	4.979958731
249	4.976391128
250	4.974021424
251	4.9735542
252	4.972867089
253	4.969932443
254	4.966750266
255	4.966156843
256	4.9655137
257	4.963324265
258	4.962385138
259	4.956964783
260	4.956250803
261	4.950136112
262	4.946683972
263	4.946294003
264	4.94105577
265	4.938964582
266	4.937231346
267	4.935854563
268	4.932869975
269	4.928984134
270	4.927592069
271	4.926536525
272	4.925993473
273	4.925602418
274	4.923380304
275	4.92283057
276	4.920270765
277	4.912894979
278	4.911758477
279	4.911219556
280	4.907601522
281	4.904307918
282	4.900736063
283	4.900356118
284	4.89848427
285	4.89576014
286	4.891502286
287	4.888606705
288	4.887252459
289	4.880508245
290	4.875514839
291	4.872493913
292	4.866204482
293	4.861757343
294	4.859889416
295	4.85488041
296	4.851033246
297	4.85044074
298	4.849325942
299	4.843642493
300	4.839525827
301	4.83682464
302	4.836301187
303	4.834433802
304	4.830060299
305	4.829366797
306	4.828618795
307	4.824591421
308	4.822117863
309	4.817706636
310	4.814368792
311	4.811242138
312	4.808486374
313	4.805727853
314	4.803976762
315	4.799857455
316	4.799232906
317	4.796734427
318	4.795227313
319	4.79030694
320	4.787630255
321	4.784845127
322	4.780179894
323	4.779100572
324	4.774185967
325	4.767542272
326	4.764491061
327	4.75962729
328	4.755975136
329	4.754256083
330	4.752480209
331	4.749357373
332	4.748695616
333	4.747986573
334	4.747569964
335	4.745774138
336	4.742987332
337	4.739224567
338	4.736288434
339	4.734602053
340	4.731048664
341	4.730625402
342	4.730336115
343	4.729076523
344	4.72538235
345	4.720972913
346	4.715815746
347	4.713963757
348	4.711243528
349	4.710253895
350	4.70554709
351	4.701843941
352	4.699104976
353	4.696684488
354	4.695020807
355	4.69223353
356	4.691690478
357	4.688848974
358	4.685403369
359	4.682294375
360	4.679699957
361	4.674083423
362	4.672181871
363	4.669391555
364	4.663141464
365	4.661204034
366	4.658458553
367	4.658009851
368	4.656121271
369	4.654787951
370	4.654417047
371	4.651520974
372	4.649606723
373	4.647440139
374	4.643981909
375	4.641168895
376	4.641001273
377	4.638990554
378	4.636278559
379	4.632288668
380	4.632249913
381	4.629242614
382	4.625943687
383	4.621887684
384	4.617328633
385	4.615656117
386	4.614283585
387	4.610807892
388	4.609534632
389	4.608803202
390	4.608261729
391	4.605566911
392	4.603494232
393	4.603045791
394	4.602180029
395	4.600481871
396	4.599050654
397	4.597744015
398	4.595170225
399	4.592773599
400	4.58703646
401	4.584810904
402	4.581709449
403	4.581291738
404	4.581008961
405	4.578602398
406	4.578341191
407	4.575240729
408	4.56910471
409	4.568842502
410	4.566127323
411	4.565661283
412	4.565392434
413	4.561201265
414	4.558278748
415	4.556332387
416	4.554569208
417	4.553027734
418	4.548531709
419	4.546690219
420	4.54306208
421	4.541278905
422	4.539259292
423	4.536947881
424	4.535512382
425	4.534925433
426	4.533347455
427	4.531964997
428	4.530139109
429	4.525591202
430	4.523912818
431	4.521783109
432	4.519110168
433	4.515756088
434	4.514156033
435	4.511889547
436	4.509879017
437	4.506879307
438	4.506583083
439	4.505977347
440	4.500943778
441	4.500615319
442	4.500280254
443	4.497067821
444	4.495304791
445	4.494919283
446	4.490876167
447	4.48751048
448	4.4840166
449	4.481385438
450	4.480689481
451	4.480123838
452	4.47467785
453	4.473354477
454	4.472155185
455	4.471881086
456	4.467603829
457	4.465582079
458	4.461812517
459	4.4572659
460	4.453383488
461	4.450791996
462	4.446756642
463	4.443367066
464	4.439585041
465	4.437607761
466	4.434899819
467	4.434521715
468	4.431976395
469	4.428905064
470	4.427731325
471	4.422926629
472	4.42192681
473	4.420038065
474	4.418723681
475	4.417404932
476	4.414702711
477	4.4142415
478	4.412494769
479	4.411951126
480	4.40829572
481	4.406693622
482	4.406670126
483	4.406466327
484	4.401759418
485	4.397998133
486	4.396591943
487	4.395897835
488	4.394712449
489	4.39262784
490	4.391996348
491	4.389579736
492	4.384865533
493	4.382906144
494	4.381779215
495	4.380534891
496	4.3779849
497	4.37619661
498	4.371672218
499	4.370253281
500	4.368184929
501	4.367804064
502	4.365716554
503	4.365540176
504	4.36384702
505	4.363079818
506	4.360351013
507	4.356754795
508	4.352564555
509	4.35179081
510	4.348661483
511	4.344754238
512	4.342550927
513	4.340366538
514	4.338823699
515	4.336120701
516	4.332768051
517	4.329226565
518	4.329020427
519	4.328680107
520	4.328369395
521	4.326536919
522	4.321584448
523	4.320064126
524	4.317423115
525	4.313021059
526	4.308412982
527	4.306606262
528	4.303121132
529	4.299082856
530	4.294928844
531	4.294229232
532	4.293444711
533	4.292052968
534	4.291888121
535	4.288084696
536	4.284714432
537	4.284542167
538	4.283001121
539	4.278693702
540	4.278408046
541	4.277492988
542	4.273029325
543	4.269954365
544	4.265541213
545	4.265397768
546	4.261544495
547	4.259555362
548	4.258209716
549	4.257705816
550	4.254285567
551	4.25322715
552	4.248835955
553	4.247652729
554	4.247450029
555	4.244754272
556	4.242714679
557	4.240667263
558	4.240189937
559	4.239855307
560	4.238662719
561	4.238314481
562	4.235217268
563	4.234871509
564	4.232605224
565	4.231335398
566	4.231102449
567	4.228158403
568	4.226408142
569	4.225781334
570	4.225204175
571	4.222740176
572	4.218655681
573	4.217931199
574	4.216372297
575	4.213251088
576	4.213028765
577	4.209142671
578	4.208724615
579	4.204703858
580	4.201527173
581	4.200979899
582	4.196820006
583	4.196214229
584	4.194875164
585	4.192469381
586	4.190650728
587	4.190388782
588	4.18989793
589	4.188687123
590	4.185988685
591	4.184495811
592	4.18278199
593	4.182493355
594	4.18017673
595	4.178803934
596	4.177012633
597	4.17524236
598	4.171290599
599	4.170314968
600	4.168002825
601	4.166437044
602	4.162923054
603	4.15888165
604	4.156457949
605	4.156175557
606	4.154801352
607	4.150538874
608	4.150155373
609	4.147088687
610	4.144831439
611	4.144129259
612	4.139450244
613	4.139238465
614	4.138011948
615	4.137911244
616	4.136413546
617	4.134088866
618	4.130382652
619	4.129455306
620	4.125775148
621	4.123983844
622	4.121851033
623	4.121139225
624	4.120906693
625	4.115101111
626	4.114040473
627	4.113136089
628	4.112741791
629	4.112464232
630	4.111135584
631	4.108993995
632	4.10689507
633	4.1055792
634	4.105453927
635	4.103537328
636	4.101420371
637	4.101226133
638	4.098973187
639	4.098616024
640	4.097854377
641	4.094192304
642	4.093915488
643	4.092278546
644	4.090899437
645	4.089344351
646	4.088299614
647	4.086338542
648	4.084608631
649	4.082623311
650	4.082288118
651	4.081674903
652	4.078476838
653	4.077202233
654	4.075408264
655	4.073464977
656	4.072481451
657	4.072386751
658	4.069260985
659	4.06352731
660	4.059804545
661	4.057578749
662	4.053508601
663	4.052818269
664	4.051527109
665	4.050285982
666	4.048160659
667	4.044787
668	4.04242637
669	4.040528367
670	4.040121705
671	4.039082566
672	4.038672936
673	4.036067323
674	4.034821423
675	4.031636295
676	4.029679687
677	4.028984963
678	4.027799359
679	4.02426522
680	4.0214113
681	4.02132012
682	4.020984963
683	4.020023373
684	4.017250996
685	4.014190032
686	4.013431778
687	4.011356174
688	4.01082138
689	4.009200648
690	4.007942192
691	4.007827853
692	4.007706775
693	4.005729676
694	4.003093991
695	4.000311517
696	3.998186087
697	3.996827881
698	3.996002859
699	3.994928786
700	3.989860814
701	3.988485523
702	3.987718791
703	3.984768102
704	3.98366895
705	3.981818932
706	3.980099147
707	3.979119874
708	3.976009056
709	3.974394972
710	3.97240636
711	3.971265188
712	3.969444889
713	3.967330008
714	3.9665363
715	3.965265317
716	3.963688007
717	3.961231951
718	3.957769536
719	3.956725064
720	3.955111881
721	3.953300451
722	3.951436304
723	3.950333406
724	3.949682978
725	3.948284155
726	3.945332401
727	3.944273987
728	3.944067466
729	3.941730078
730	3.940930411
731	3.939964159
732	3.938669181
733	3.93724283
734	3.936177713
735	3.935049848
736	3.932222239
737	3.928428916
738	3.924971241
739	3.923601895
740	3.923367585
741	3.92272127
742	3.92140943
743	3.921256286
744	3.917837056
745	3.917308959
746	3.914039746
747	3.912116279
748	3.909109878
749	3.906945415
750	3.905196129
751	3.904150649
752	3.903165122
753	3.90311366
754	3.90153537
755	3.898201674
756	3.897442575
757	3.893319532
758	3.892149958
759	3.890660975
760	3.890336607
761	3.887874542
762	3.886683569
763	3.883504922
764	3.879922353
765	3.879285062
766	3.879203007
767	3.878608281
768	3.878443484
769	3.878145951
770	3.8778332
771	3.877155207
772	3.877028737
773	3.874176572
774	3.873494074
775	3.871814823
776	3.868521153
777	3.867696707
778	3.866428778
779	3.863132516
780	3.860389404
781	3.857295229
782	3.856170632
783	3.853914565
784	3.850351712
785	3.848408183
786	3.848199909
787	3.845277385
788	3.842090839
789	3.840647194
790	3.839648217
791	3.836665989
792	3.834497946
793	3.834417243
794	3.831124882
795	3.830634512
796	3.826376274
797	3.824799357
798	3.824185309
799	3.824085935
800	3.823387069
801	3.822389229
802	3.81955793
803	3.816112342
804	3.815957033
805	3.814078248
806	3.812939034
807	3.811838844
808	3.810170908
809	3.809519232
810	3.806461916
811	3.805880176
812	3.804817262
813	3.802705182
814	3.799042849
815	3.796145608
816	3.79599154
817	3.792767565
818	3.790782301
819	3.78790434
820	3.784807397
821	3.782548982
822	3.782087524
823	3.779965543
824	3.777607365
825	3.774381208
826	3.774083951
827	3.773889227
828	3.77112858
829	3.77003334
830	3.767107777
831	3.766282328
832	3.76517169
833	3.762560348
834	3.761700887
835	3.760100181
836	3.75859061
837	3.757971085
838	3.757701615
839	3.75535188
840	3.753896607
841	3.752204545
842	3.751289124
843	3.748984352
844	3.747686581
845	3.74629488
846	3.74622627
847	3.745922553
848	3.745818466
849	3.744368219
850	3.741890462
851	3.741174054
852	3.740207658
853	3.740149081
854	3.739237664
855	3.738276698
856	3.735773834
857	3.735154296
858	3.73489967
859	3.734779106
860	3.732942767
861	3.731484135
862	3.730222936
863	3.729749269
864	3.728102652
865	3.72497727
866	3.724571414
867	3.724500875
868	3.722299724
869	3.722268794
870	3.721938439
871	3.721587616
872	3.72077277
873	3.7193965
874	3.718411558
875	3.715297136
876	3.714067173
877	3.713620064
878	3.713396192
879	3.710117897
880	3.707103673
881	3.705846831
882	3.703401303
883	3.700546143
884	3.699996113
885	3.699508785
886	3.697171659
887	3.694632629
888	3.692676635
889	3.692534391
890	3.689458584
891	3.687460445
892	3.686307048
893	3.683699903
894	3.681804107
895	3.680263255
896	3.678215337
897	3.676287588
898	3.676217818
899	3.675698527
900	3.673038712
901	3.672899892
902	3.670879371
903	3.669265003
904	3.669174168
905	3.668654122
906	3.666124058
907	3.664494882
908	3.662850242
909	3.6607713
910	3.658853751
911	3.657680047
912	3.656502114
913	3.655181342
914	3.654176332
915	3.652363229
916	3.652096389
917	3.649981295
918	3.649911782
919	3.649693316
920	3.647468708
921	3.645496146
922	3.645370658
923	3.644186954
924	3.643116111
925	3.642206561
926	3.641381201
927	3.641315726
928	3.641178297
929	3.640983277
930	3.64047983
931	3.638074446
932	3.636302162
933	3.635136514
934	3.63451487
935	3.632842158
936	3.630211971
937	3.630047678
938	3.629491682
939	3.626622768
940	3.623997178
941	3.620481351
942	3.61736286
943	3.616397423
944	3.613121648
945	3.610772683
946	3.609896517
947	3.608071425
948	3.607481089
949	3.60680078
950	3.606739147
951	3.604850481
952	3.604578798
953	3.604003272
954	3.601910763
955	3.601114274
956	3.599726243
957	3.59830384
958	3.597135784
959	3.596580969
960	3.595725172
961	3.595668294
962	3.593294005
963	3.592708167
964	3.590803833
965	3.588789076
966	3.586530806
967	3.585887767
968	3.583920802
969	3.583283
970	3.581410206
971	3.580324024
972	3.577445154
973	3.576363671
974	3.574635353
975	3.572515181
976	3.569873198
977	3.569822639
978	3.567887572
979	3.565966881
980	3.564056177
981	3.562223379
982	3.560910889
983	3.560872694
984	3.560787813
985	3.560474018
986	3.558670296
987	3.557957719
988	3.556747734
989	3.554616763
990	3.55271403
991	3.552071479
992	3.551057159
993	3.54960211
994	3.548661595
995	3.54731975
996	3.546545855
997	3.54531624
998	3.542828261
999	3.541064352
